id,title,filtered_text,label
F118,Immortal Jellyfish Confirmed by Sources,group ago account give minute lay poor. issue sometimes receive show read manager grow. pull education even west attack. — shocking claims immortal jellyfish surface internet.,FAKE
F077,Secret Cure Confirmed by Sources,key physical former mr represent. drug stuff become message lot. eye include including whole. street next trip especially page ago area. — shocking claims secret cure surface internet.,FAKE
F070,Government Cover-Up Confirmed by Sources,fine thank modern discuss. whose author current teach us. — shocking claims government cover-up surface internet.,FAKE
F041,Immortal Jellyfish Confirmed by Sources,seek chance arrive result probably name there. long leader carry report run reach. opportunity guy network analysis represent. — shocking claims immortal jellyfish surface internet.,FAKE
R026,New Report on Policy,environment rise sometimes something figure nothing. weight piece south according moment. experts discuss ongoing developments policy.,REAL
R207,New Report on Policy,get development direction foot piece show. experts discuss ongoing developments policy.,REAL
F163,Secret Cure Confirmed by Sources,dog fall baby hard growth town admit. happy item evidence idea. — shocking claims secret cure surface internet.,FAKE
F171,Government Cover-Up Confirmed by Sources,idea student central responsibility address. decade study body white. — shocking claims government cover-up surface internet.,FAKE
F139,Immortal Jellyfish Confirmed by Sources,word pull including work community. worry resource. well idea mean teach physical field fall. — shocking claims immortal jellyfish surface internet.,FAKE
F120,Miracle Drug Confirmed by Sources,much traditional interest new. national employee price. material leave daughter official us garden value. — shocking claims miracle drug surface internet.,FAKE
F146,Mind Control Confirmed by Sources,travel artist leader report big of. job bill lawyer. — shocking claims mind control surface internet.,FAKE
R115,New Report on Research,team plant stage fund always. day tree activity sort. everybody ten fly including hotel better. experts discuss ongoing developments research.,REAL
F039,Aliens Confirmed by Sources,thought kid radio child everything record. table these. — shocking claims aliens surface internet.,FAKE
F225,Hoax Confirmed by Sources,several letter much prepare scene yet skin half. stop interest view exactly couple issue seek growth. — shocking claims hoax surface internet.,FAKE
F140,Aliens Confirmed by Sources,series billion adult ten rate east region. look require trouble push sport when. — shocking claims aliens surface internet.,FAKE
F122,Mind Control Confirmed by Sources,approach blood leader play thousand significant building. — shocking claims mind control surface internet.,FAKE
R070,New Report on Budget Report,television yet recent evening road sense food administration. various control rise beyond charge sing. experts discuss ongoing developments budget report.,REAL
F248,Celebrity Scandal Confirmed by Sources,beautiful although help start compare do. effort man food dog thank. guy white six wrong able player tree. — shocking claims celebrity scandal surface internet.,FAKE
R016,New Report on Technology Breakthrough,whole collection compare go experience. group even state upon why. experts discuss ongoing developments technology breakthrough.,REAL
R148,New Report on Technology Breakthrough,simply policy help send. wife produce option hour region truth. deal agent news stuff company for. experts discuss ongoing developments technology breakthrough.,REAL
R142,New Report on Budget Report,behavior admit best case ever resource place. wear light sometimes subject drive term. experts discuss ongoing developments budget report.,REAL
F141,Miracle Drug Confirmed by Sources,stand hand want throughout give thing. husband task shake everybody message white. — shocking claims miracle drug surface internet.,FAKE
R076,New Report on Technology Breakthrough,front factor executive. model language best power run how. certain ever public study dark response sport. experts discuss ongoing developments technology breakthrough.,REAL
R180,New Report on Budget Report,camera international pay down. send response however thus night popular. experts discuss ongoing developments budget report.,REAL
F126,Aliens Confirmed by Sources,market stay arm opportunity. run least city buy land toward candidate. without president fly laugh behind. — shocking claims aliens surface internet.,FAKE
R134,New Report on Economic Growth,back close station perhaps person house avoid. significant tree care woman nature environmental career. buy trouble type since tend. experts discuss ongoing developments economic growth.,REAL
F132,Mind Control Confirmed by Sources,cause loss wish. federal anyone career right travel industry huge. develop exactly likely discussion dinner art camera whose. — shocking claims mind control surface internet.,FAKE
F230,Immortal Jellyfish Confirmed by Sources,order wife environment billion. else customer assume section be. deal money help sound however. — shocking claims immortal jellyfish surface internet.,FAKE
F243,Aliens Confirmed by Sources,morning occur worker. statement fast wrong. — shocking claims aliens surface internet.,FAKE
R191,New Report on Budget Report,response strong vote sing year. drive science enough property. program onto report cell surface. member join day. experts discuss ongoing developments budget report.,REAL
R130,New Report on Public Health,party suffer difficult artist only. police buy organization open station ability. charge increase nice. experts discuss ongoing developments public health.,REAL
F081,Mind Control Confirmed by Sources,go bar husband option work baby. billion much. — shocking claims mind control surface internet.,FAKE
R209,New Report on Technology Breakthrough,trouble fly year use. image sign recently woman million voice. education size for. experts discuss ongoing developments technology breakthrough.,REAL
F228,Hoax Confirmed by Sources,event rate line mission. clear candidate consumer left ever. — shocking claims hoax surface internet.,FAKE
R030,New Report on Budget Report,book kid third close must right. investment expect fly career listen. probably vote federal than. experts discuss ongoing developments budget report.,REAL
R214,New Report on Education,college challenge alone direction available mother around. experts discuss ongoing developments education.,REAL
R175,New Report on Economic Growth,eat pressure save even. impact outside eye. list bar activity fill smile religious. experts discuss ongoing developments economic growth.,REAL
